U2L03,integers,120,3
U2L04,longs,110,6
U2L05,double,110,6
U2L06,boolean,110,6
U2L07,String,110,6
U3L01,objects,110,6
U3L03,dotProp,110,6
U3L04,methods,110,6
U3L05,methodInput,110,6
U3L06,forLoop,110,6
U3L07,while,110,6
U3L08,increment,110,6
U3L09,random,110,6
U3L10,constructor,110,6
U5L01,static,110,8
